"Enhancer","Pvalue","Coeff","Exp_Pvalue","Trials","bh"
"mm10_chr16.26777076.26777576",0.711059556925027,-0.167185727796042,0.357,1000,0.66156655002879
"mm10_chr16.26782009.26782509",0.999907979142387,-4.84447253172176e-05,0.962,1000,0.982932056488272
"mm10_chr16.27411529.27412029",0.993093344836438,-0.00614143067007876,0.519,1000,0.685118202106417
"mm10_chr16.27523745.27524245",0.822052898043691,0.152929625049027,0.463,1000,0.663853200085052
"mm10_chr16.27683797.27684297",0.99974199691221,-8.26133864835248e-05,0.839,1000,0.909163849071158
"mm10_chr16.28210657.28211157",0.673984026838366,0.269543931718291,0.247,1000,0.66156655002879
"mm10_chr16.28238539.28239039",0.806955206526755,0.0715442093499424,0.394,1000,0.66156655002879
"mm10_chr16.28305770.28306270",0.689191063412165,0.146192808458759,0.164,1000,0.66156655002879
"mm10_chr16.28335375.28335875",0.794123348612532,0.10838402148221,0.296,1000,0.66156655002879
"mm10_chr16.28336620.28337120",0.726334276551525,-0.122870000121651,0.242,1000,0.66156655002879
"mm10_chr16.28339031.28339531",0.999749357084372,0.000228349524857021,0.64,1000,0.765375802504168
"mm10_chr16.28350445.28350945",0.705824063571566,0.115804469130517,0.165,1000,0.66156655002879
"mm10_chr16.28365994.28366494",0.802517085569075,-0.248409172301155,0.302,1000,0.66156655002879
"mm10_chr16.28400025.28400525",0.867086650264613,-0.0840797242640786,0.263,1000,0.66156655002879
"mm10_chr16.28402649.28403149",0.752206994560501,-0.189167074881799,0.233,1000,0.66156655002879
"mm10_chr16.28407889.28408389",0.678066125832266,0.171875799295646,0.186,1000,0.66156655002879
"mm10_chr16.28465636.28466136",0.715893576838065,0.137282448918978,0.226,1000,0.66156655002879
"mm10_chr16.28490425.28490925",0.999963419293218,9.63820640994183e-05,0.813,1000,0.891795165435794
"mm10_chr16.28491649.28492149",0.998037126483098,0.000810014355700643,0.461,1000,0.663241988478771
"mm10_chr16.28494282.28494782",0.999088866846631,-0.00113184301738529,0.349,1000,0.66156655002879
"mm10_chr16.28497948.28498448",0.911203411817342,-0.0542281479112261,0.516,1000,0.683969806573361
"mm10_chr16.28510969.28511469",0.999661978586305,0.00012525995913117,0.68,1000,0.794362137066038
"mm10_chr16.28511509.28512009",0.999999292791033,2.81596772419817e-07,0.994,1000,0.998709777393688
"mm10_chr16.28513837.28514337",0.840240397049538,-0.0980664516123653,0.182,1000,0.66156655002879
"mm10_chr16.28517777.28518277",0.694343546065432,-0.356372267156216,0.151,1000,0.66156655002879
"mm10_chr16.28519168.28519668",0.734997157249566,0.319600453213561,0.237,1000,0.66156655002879
"mm10_chr16.28537754.28538254",0.999644087790822,0.000585462561064107,0.633,1000,0.760592587312901
"mm10_chr16.28538463.28538963",0.766042548565827,-0.213522355736624,0.188,1000,0.66156655002879
"mm10_chr16.28539234.28539734",0.713528127840351,0.144942588275947,0.284,1000,0.66156655002879
"mm10_chr16.28555120.28555620",0.736201987915747,-0.178009128148553,0.297,1000,0.66156655002879
"mm10_chr16.28562727.28563227",0.999924726551256,-3.88714032345601e-05,0.913,1000,0.954561771272637
"mm10_chr16.28563890.28564390",0.759418678000207,-0.110055134206633,0.37,1000,0.66156655002879
"mm10_chr16.28564600.28565100",0.999741112671487,-0.000809200021351001,0.647,1000,0.770277259887006
"mm10_chr16.28565504.28566004",0.775807481872991,0.14123234662202,0.38,1000,0.66156655002879
"mm10_chr16.28566364.28566864",0.781144678990148,0.187966370515864,0.416,1000,0.66156655002879
"mm10_chr16.28571936.28572436",0.988036615056482,-0.0108536831986999,0.497,1000,0.674672947618472
"mm10_chr16.28573963.28574463",0.999970669083754,1.09904686339015e-05,0.944,1000,0.972973343115676
"mm10_chr16.28579083.28579583",0.999982458502064,-1.13092868105498e-05,0.928,1000,0.963848438173865
"mm10_chr16.28585903.28586403",0.739709760291674,-0.214665820069715,0.389,1000,0.66156655002879
"mm10_chr16.28593016.28593516",0.756039388055127,-0.232369150406134,0.165,1000,0.66156655002879
"mm10_chr16.28596071.28596571",0.771728166144768,-0.271402831205911,0.358,1000,0.66156655002879
"mm10_chr16.28610860.28611360",0.997898335329117,-0.000583660328646661,0.38,1000,0.66156655002879
"mm10_chr16.28625686.28626186",0.847063734815809,-0.0857722140924194,0.354,1000,0.66156655002879
"mm10_chr16.28631693.28632193",0.858637487782991,0.0719152970905449,0.292,1000,0.66156655002879
"mm10_chr16.28632833.28633333",0.999334358376255,0.000425376162502691,0.566,1000,0.713632848434987
"mm10_chr16.28649961.28650461",0.693639239326468,-0.227293577589283,0.128,1000,0.66156655002879
"mm10_chr16.28650485.28650985",0.871280370652862,0.063861525042566,0.383,1000,0.66156655002879
"mm10_chr16.28686131.28686631",0.793503619077758,0.0936984252634937,0.34,1000,0.66156655002879
"mm10_chr16.28688849.28689349",0.910007966082922,-0.0471799775682651,0.391,1000,0.66156655002879
"mm10_chr16.28690321.28690821",0.999757975000965,8.81457080864863e-05,0.79,1000,0.876662607379127
"mm10_chr16.28690868.28691368",0.719249643786915,-0.267258060614273,0.325,1000,0.66156655002879
"mm10_chr16.28694055.28694555",0.818072348071587,-0.0994858415791845,0.408,1000,0.66156655002879
"mm10_chr16.28696844.28697344",0.753331619309824,-0.158597122955797,0.146,1000,0.66156655002879
"mm10_chr16.28700378.28700878",0.999893541956007,-6.11992752206995e-05,0.935,1000,0.96822568260696
"mm10_chr16.28744786.28745286",0.795113421219093,-0.09605100521218,0.326,1000,0.66156655002879
"mm10_chr16.28752531.28753031",0.74130171203158,-0.190783003160544,0.234,1000,0.66156655002879
"mm10_chr16.28753057.28753557",0.99978294409072,-0.000603196047055758,0.727,1000,0.830702274036669
"mm10_chr16.28793024.28793524",0.739097864081628,-0.154345405682159,0.402,1000,0.66156655002879
"mm10_chr16.28838664.28839164",0.816398882008877,-0.101950770608506,0.377,1000,0.66156655002879
"mm10_chr16.28840031.28840531",0.999527034693888,0.000187317363693526,0.523,1000,0.686795248296008
"mm10_chr16.28840968.28841468",0.999287265113643,0.000202482746804582,0.234,1000,0.66156655002879
"mm10_chr16.28857762.28858262",0.803175339513626,-0.0925210961198116,0.489,1000,0.67154592480958
"mm10_chr16.28858653.28859153",0.743370115672628,-0.144785417483897,0.17,1000,0.66156655002879
"mm10_chr16.28870801.28871301",0.999402983119077,0.00021836485596462,0.699,1000,0.808517753610759
"mm10_chr16.28890276.28890776",0.928930177495652,-0.0354509536395196,0.464,1000,0.664044484061293
"mm10_chr16.28890841.28891341",0.680711793001837,-0.150038022616442,0.079,1000,0.66156655002879
"mm10_chr16.28891617.28892117",0.999388686878364,-0.000315939226938664,0.498,1000,0.674997708542714
"mm10_chr16.28894776.28895276",0.777818954583982,-0.135878500767156,0.266,1000,0.66156655002879
"mm10_chr16.28901678.28902178",0.70095314897365,-0.153272203246442,0.255,1000,0.66156655002879
"mm10_chr16.28974209.28974709",0.785599154150124,-0.0904077702373069,0.215,1000,0.66156655002879
"mm10_chr16.29095425.29095925",0.834070142449569,-0.104108776151088,0.294,1000,0.66156655002879
"mm10_chr16.29176166.29176666",0.807637616996551,-0.105381342535095,0.4,1000,0.66156655002879
"mm10_chr16.29262917.29263417",0.822998598688695,-0.0896731319096894,0.468,1000,0.665335132400067
"mm10_chr16.29657639.29658139",0.741036436916402,-0.179143068250879,0.252,1000,0.66156655002879
"mm10_chr16.29693253.29693753",0.857013000785822,0.0675999389706741,0.37,1000,0.66156655002879
"mm10_chr16.29694367.29694867",0.684640299628518,0.153654110671453,0.297,1000,0.66156655002879
"mm10_chr16.29711763.29712263",0.748372324501942,-0.179158517246856,0.243,1000,0.66156655002879
"mm10_chr16.29734263.29734763",0.998606468766036,0.000858741844594396,0.455,1000,0.662754568626604
"mm10_chr16.29736241.29736741",0.999890064556887,-0.000355826146615785,0.877,1000,0.933804894994473
"mm10_chr16.29754786.29755286",0.76710687822054,-0.102609955491029,0.354,1000,0.66156655002879
"mm10_chr16.29813950.29814450",0.9990815178121,0.000564844274573813,0.516,1000,0.683969806573361
"mm10_chr16.29816915.29817415",0.749314462105976,0.133637279969055,0.226,1000,0.66156655002879
"mm10_chr16.29837031.29837531",0.998454687750195,0.00077330299048962,0.484,1000,0.669616085350841
"mm10_chr16.29839205.29839705",0.771026751641305,0.111623775452145,0.284,1000,0.66156655002879
"mm10_chr16.29903402.29903902",0.766879494221878,0.0970345702264788,0.354,1000,0.66156655002879
"mm10_chr16.29985218.29985718",0.789009859088944,-0.107448112704526,0.321,1000,0.66156655002879
"mm10_chr16.29986149.29986649",0.6389124989257,-0.192828501297558,0.307,1000,0.66156655002879
"mm10_chr16.29996782.29997282",0.999901933133352,3.95436164181086e-05,0.904,1000,0.949302768866602
"mm10_chr16.30008290.30008790",0.999714548877433,0.000124817660583182,0.741,1000,0.841338811247685
"mm10_chr16.30008807.30009307",0.722551704998648,0.269754944629407,0.277,1000,0.66156655002879
"mm10_chr16.30019964.30020464",0.698290077833293,-0.184867247427646,0.211,1000,0.66156655002879
"mm10_chr16.30024653.30025153",0.990921804110155,-0.00664155216872408,0.34,1000,0.66156655002879
"mm10_chr16.30172703.30173203",0.781390039464755,-0.306553896367097,0.407,1000,0.66156655002879
"mm10_chr16.30188019.30188519",0.689776471881108,-0.305757807912607,0.336,1000,0.66156655002879
"mm10_chr16.30236276.30236776",0.871314323639666,0.173528642931524,0.171,1000,0.66156655002879
"mm10_chr16.30475817.30476317",0.998847588093844,0.00052377092912925,0.328,1000,0.66156655002879
"mm10_chr16.30504005.30504505",0.723432523494163,-0.197202882831559,0.275,1000,0.66156655002879
"mm10_chr16.30510447.30510947",0.809784983196629,0.143024328048024,0.353,1000,0.66156655002879
"mm10_chr16.30512373.30512873",0.85248918533682,-0.0912249668345291,0.495,1000,0.673693940984136
"mm10_chr16.30516081.30516581",0.750259665516931,-0.105336485394546,0.158,1000,0.66156655002879
"mm10_chr16.30517535.30518035",0.999863852939857,-7.26059355627107e-05,0.86,1000,0.92307907805934
"mm10_chr16.30518649.30519149",0.998860106544936,-0.00113010492730038,0.484,1000,0.669616085350841
"mm10_chr16.30736979.30737479",0.715939893085098,-0.321314834314943,0.215,1000,0.66156655002879
"mm10_chr16.30926264.30926764",0.866103783817338,0.063029714864383,0.412,1000,0.66156655002879
"mm10_chr16.30955785.30956285",0.840566588264738,-0.0676248360514381,0.34,1000,0.66156655002879
"mm10_chr16.30962472.30962972",0.936202083886834,0.0433045619466033,0.429,1000,0.66156655002879
"mm10_chr16.30969213.30969713",0.99995678405329,2.17977381237104e-05,0.902,1000,0.948443224699829
"mm10_chr16.30971849.30972349",0.99936399865693,-0.000250254320290493,0.459,1000,0.662853642866321
"mm10_chr16.30973098.30973598",0.999761207732896,0.000159999819243616,0.744,1000,0.843665422258097
"mm10_chr16.30977767.30978267",0.838168750853503,-0.0747916745631701,0.378,1000,0.66156655002879
"mm10_chr16.30978399.30978899",0.999808377991114,-7.75447206908908e-05,0.758,1000,0.853455601936884
"mm10_chr16.30979134.30979634",0.999883107954452,0.000345294079530669,0.636,1000,0.762539596742648
"mm10_chr16.30979982.30980482",0.805129771834968,0.0879597835179503,0.363,1000,0.66156655002879
"mm10_chr16.30981251.30981751",0.999579337501725,0.000184824351888272,0.735,1000,0.836667679530031
"mm10_chr16.30987564.30988064",0.783725515494761,0.0965047770108394,0.284,1000,0.66156655002879
"mm10_chr16.30992582.30993082",0.905105383387055,-0.0388573884046294,0.404,1000,0.66156655002879
"mm10_chr16.30995459.30995959",0.998172806880022,0.000944808982943379,0.429,1000,0.66156655002879
"mm10_chr16.31002002.31002502",0.75849040445141,-0.122868283163804,0.254,1000,0.66156655002879
"mm10_chr16.31005554.31006054",0.999807770838787,8.95661012311987e-05,0.665,1000,0.783462855545461
"mm10_chr16.31020492.31020992",0.798954995044775,0.101614272162902,0.289,1000,0.66156655002879
"mm10_chr16.31022235.31022735",0.741413363922998,-0.146413245422726,0.277,1000,0.66156655002879
"mm10_chr16.31035542.31036042",0.702484090081632,-0.143342172964872,0.266,1000,0.66156655002879
"mm10_chr16.31039683.31040183",0.816558368370802,-0.0895041040282403,0.442,1000,0.66156655002879
"mm10_chr16.31240618.31241118",0.734512742421018,-0.128445323678904,0.161,1000,0.66156655002879
"mm10_chr16.31489052.31489552",0.999792976077595,-0.000118746588905893,0.683,1000,0.796541957800069
"mm10_chr16.31499636.31500136",0.999980695175106,1.84131840439263e-05,0.961,1000,0.982327067669173
"mm10_chr16.31508959.31509459",0.999585645772618,0.000220726649934724,0.752,1000,0.849650883013304
"mm10_chr16.31521346.31521846",0.999992047216869,3.19266981741476e-06,0.991,1000,0.997419505059853
"mm10_chr16.31529511.31530011",0.999591140048496,0.00016670311604424,0.505,1000,0.678268732820778
"mm10_chr16.31530064.31530564",0.999971989179333,-1.01615705598152e-05,0.959,1000,0.98144313249355
"mm10_chr16.31589441.31589941",0.721216591732628,-0.186014997139585,0.261,1000,0.66156655002879
"mm10_chr16.31592034.31592534",0.770177782021971,0.135150246309393,0.31,1000,0.66156655002879
"mm10_chr16.31593115.31593615",0.706300874315966,-0.159628348148531,0.347,1000,0.66156655002879
"mm10_chr16.31617725.31618225",0.693613928500885,-0.14112223048111,0.356,1000,0.66156655002879
"mm10_chr16.31905939.31906439",0.997381234151902,-0.000918068787549174,0.443,1000,0.66156655002879
"mm10_chr16.33306527.33307027",0.999996962583296,3.85833918779426e-06,0.996,1000,0.999319604808951
"mm10_chr16.33343463.33343963",0.837583829410303,-0.0859434314811455,0.433,1000,0.66156655002879
"mm10_chr16.33344405.33344905",0.999582208916822,0.000298115638469495,0.615,1000,0.747515772017737
"mm10_chr16.33426870.33427370",0.99629225625154,-0.00328216597364128,0.0058,10000,0.66156655002879
"mm10_chr16.33999336.33999836",0.742719507489454,0.234538378238824,0.306,1000,0.66156655002879
"mm10_chr16.34135063.34135563",0.769326199046558,-0.154374205484858,0.532,1000,0.692063893818968
"mm10_chr16.34192859.34193359",0.833886661553606,0.108291164980396,0.373,1000,0.66156655002879
"mm10_chr16.34228688.34229188",0.813854021094613,-0.0750662679672501,0.283,1000,0.66156655002879
"mm10_chr16.34229196.34229696",0.984429483697444,-0.00741540169251127,0.452,1000,0.662754568626604
"mm10_chr16.34289530.34290030",0.997050175551263,0.000989198445341321,0.332,1000,0.66156655002879
"mm10_chr16.34303724.34304224",0.999972222649233,1.06682959936387e-05,0.983,1000,0.992835300461326
"mm10_chr16.34322475.34322975",0.974561788693688,-0.00822703222153111,0.4,1000,0.66156655002879
"mm10_chr16.34329558.34330058",0.546874729879119,0.248833841962608,0.23,1000,0.66156655002879
"mm10_chr16.34334441.34334941",0.998631125761573,-0.000663615260237069,0.347,1000,0.66156655002879
"mm10_chr16.34335019.34335519",0.99996184989742,1.74782132270764e-05,0.839,1000,0.909163849071158
"mm10_chr16.34413971.34414471",0.765896107742814,-0.098435507565648,0.248,1000,0.66156655002879
"mm10_chr16.34433567.34434067",0.716890292063789,-0.12711053091309,0.258,1000,0.66156655002879
"mm10_chr16.34484870.34485370",0.998003419996947,0.00134520148933301,0.427,1000,0.66156655002879
"mm10_chr16.34490464.34490964",0.79209750865854,0.101442250864927,0.401,1000,0.66156655002879
"mm10_chr16.34536001.34536501",0.999923136591946,2.36504880023987e-05,0.909,1000,0.951855518976334
"mm10_chr16.34539427.34539927",0.996691720603471,-0.00124105918236611,0.457,1000,0.662853642866321
"mm10_chr16.34902236.34902736",0.998988948001413,0.000778512893743296,0.379,1000,0.66156655002879
"mm10_chr16.34926494.34926994",0.999050853360325,-0.000551871428845517,0.578,1000,0.721184516320036
"mm10_chr16.34967376.34967876",0.876540163032055,0.07650725470914,0.357,1000,0.66156655002879
"mm10_chr16.34994516.34995016",0.757275220196044,0.158614184949937,0.288,1000,0.66156655002879
"mm10_chr16.34996091.34996591",0.999109266537669,-0.000412268744955129,0.457,1000,0.662853642866321
"mm10_chr16.35001085.35001585",0.998982824941244,0.000465666263524203,0.582,1000,0.724165479573385
"mm10_chr16.35046774.35047274",0.375585573379937,-0.689799911848239,0.102,1000,0.66156655002879
"mm10_chr16.35056265.35056765",0.738736342025176,0.360756727233245,0.127,1000,0.66156655002879
"mm10_chr16.35104609.35105109",0.731354218253262,-0.123960767663555,0.285,1000,0.66156655002879
"mm10_chr16.35110368.35110868",0.819990296942565,0.116380342912305,0.37,1000,0.66156655002879
"mm10_chr16.35117320.35117820",0.802067453934582,-0.169628761555055,0.466,1000,0.66464977367909
"mm10_chr16.35182946.35183446",0.850140685598437,0.0795342585382789,0.43,1000,0.66156655002879
"mm10_chr16.35199672.35200172",0.755986492592849,-0.153261138911164,0.248,1000,0.66156655002879
"mm10_chr16.35205519.35206019",0.728374330212912,-0.242957166628994,0.391,1000,0.66156655002879
"mm10_chr16.35206286.35206786",0.728598002402415,0.144050700447803,0.238,1000,0.66156655002879
"mm10_chr16.35216841.35217341",0.705710750356762,0.159500668262668,0.135,1000,0.66156655002879
"mm10_chr16.35217656.35218156",0.760566536925542,-0.174377336343831,0.411,1000,0.66156655002879
"mm10_chr16.35255801.35256301",0.814700557715459,0.082682524187205,0.212,1000,0.66156655002879
"mm10_chr16.35308266.35308766",0.86141725289927,-0.064946138092452,0.415,1000,0.66156655002879
"mm10_chr16.35319244.35319744",0.711718152827332,-0.104806718331603,0.152,1000,0.66156655002879
"mm10_chr16.35570451.35570951",0.999575300343214,0.000190704987651615,0.603,1000,0.738521123179193
"mm10_chr16.35592600.35593100",0.733019911835689,-0.115413461152957,0.412,1000,0.66156655002879
"mm10_chr16.35603692.35604192",0.866253083377603,-0.0750154775825621,0.436,1000,0.66156655002879
"mm10_chr16.35614016.35614516",0.715092332490815,-0.143102070053536,0.448,1000,0.66222841860669
"mm10_chr16.35614542.35615042",0.999482638009683,0.000218697088338502,0.747,1000,0.845758823331878
"mm10_chr16.35747391.35747891",0.792718464101783,0.12024222189767,0.402,1000,0.66156655002879
"mm10_chr16.35748322.35748822",0.690577554579047,-0.164064820084042,0.051,1000,0.66156655002879
"mm10_chr16.35795653.35796153",0.747940898442124,0.158485383660565,0.21,1000,0.66156655002879
"mm10_chr16.35796607.35797107",0.724330188877999,-0.281372879358337,0.361,1000,0.66156655002879
"mm10_chr16.37109220.37109720",0.906354950422553,-0.0380342127972786,0.549,1000,0.702096950386891
"mm10_chr16.37150341.37150841",0.999915489351656,2.81063135563937e-05,0.802,1000,0.884766441986781
"mm10_chr16.37440689.37441189",0.999939570113473,-2.18464347309128e-05,0.95,1000,0.976560260983567
"mm10_chr16.37472351.37472851",0.446604116261568,-0.337735695233103,0.079,1000,0.66156655002879
"mm10_chr16.37492543.37493043",0.998876474764793,-0.00074499033627343,0.628,1000,0.756823390642313
"mm10_chr16.37507064.37507564",0.853659943518564,0.0996521329859039,0.301,1000,0.66156655002879
"mm10_chr16.37675876.37676376",0.999988316255296,4.29419520400786e-06,0.993,1000,0.998389336196099
"mm10_chr16.37680496.37680996",0.714450038999019,-0.133290251444868,0.202,1000,0.66156655002879
"mm10_chr16.37682529.37683029",0.793195768971293,0.41476810498208,0.244,1000,0.66156655002879
"mm10_chr16.37683042.37683542",0.845710752640952,0.0771811143680979,0.324,1000,0.66156655002879
"mm10_chr16.37684612.37685112",0.6810023456703,0.387805911934832,0.29,1000,0.66156655002879
"mm10_chr16.37685114.37685614",0.824533182422575,-0.0851898992098427,0.377,1000,0.66156655002879
"mm10_chr16.37742205.37742705",0.999627716432564,-0.0008287200490078,0.492,1000,0.672733879471165
"mm10_chr16.37947162.37947662",0.999952931315497,0.000101878816914889,0.911,1000,0.953239277512259
"mm10_chr16.37972286.37972786",0.799802883110164,-0.0993396594715495,0.269,1000,0.66156655002879
"mm10_chr16.37973771.37974271",0.746944228541387,-0.140086793554097,0.184,1000,0.66156655002879
"mm10_chr16.37990868.37991368",0.999835883915509,-6.74476844748899e-05,0.787,1000,0.874311904840357
"mm10_chr16.37994625.37995125",0.999941428422132,-2.55196589157175e-05,0.939,1000,0.970103385935346
"mm10_chr16.38181381.38181881",0.999040359055907,-0.00059075793488173,0.571,1000,0.716774116683421
"mm10_chr16.38187120.38187620",0.797429179067829,0.151761013709162,0.207,1000,0.66156655002879
"mm10_chr16.38197238.38197738",0.73239806821149,-0.0793966636503059,0.33,1000,0.66156655002879
"mm10_chr16.38483032.38483532",0.999071149794941,-0.000605691735988337,0.533,1000,0.692536436856912
"mm10_chr16.38618990.38619490",0.998393210008336,-0.000656877578036643,0.523,1000,0.686795248296008
"mm10_chr16.38669234.38669734",0.822738480655449,-0.111168326235275,0.286,1000,0.66156655002879
"mm10_chr16.38675346.38675846",0.99934344005436,0.000284000995603489,0.667,1000,0.784722311396469
"mm10_chr16.38688542.38689042",0.788524033499124,0.10491016469076,0.329,1000,0.66156655002879
"mm10_chr16.38924873.38925373",0.870278358905022,-0.065951400432463,0.232,1000,0.66156655002879
"mm10_chr16.38941238.38941738",0.663914115957755,-0.231472673749123,0.336,1000,0.66156655002879
"mm10_chr16.38946129.38946629",0.764600055252644,-0.116482482835369,0.24,1000,0.66156655002879
"mm10_chr16.38947145.38947645",0.809571323945157,0.108886989529299,0.375,1000,0.66156655002879
"mm10_chr16.38948508.38949008",0.99997276964196,-2.42667983873741e-05,0.974,1000,0.988661608863199
"mm10_chr16.38953720.38954220",0.725764383406449,-0.188048649480003,0.303,1000,0.66156655002879
"mm10_chr16.38954279.38954779",0.693097140561111,0.192954403964844,0.323,1000,0.66156655002879
"mm10_chr16.38955442.38955942",0.780989211749675,-0.108480187275516,0.36,1000,0.66156655002879
"mm10_chr16.38958882.38959382",0.9988875239565,-0.000367155123745835,0.4,1000,0.66156655002879
"mm10_chr16.38960468.38960968",0.694408481098373,-0.175764000571064,0.328,1000,0.66156655002879
"mm10_chr16.38961909.38962409",0.725847641744873,-0.172321914517791,0.219,1000,0.66156655002879
"mm10_chr16.38962418.38962918",0.999981731217985,5.04567305149682e-06,0.965,1000,0.98441620525854
"mm10_chr16.38972136.38972636",0.769986484608905,-0.244240518856411,0.363,1000,0.66156655002879
"mm10_chr16.38985201.38985701",0.562067265763329,-0.372751542088343,0.0317,10000,0.66156655002879
"mm10_chr16.39020747.39021247",0.876789926753717,-0.0798575692849241,0.132,1000,0.66156655002879
"mm10_chr16.39039732.39040232",0.826815747988545,0.0718314256874833,0.385,1000,0.66156655002879
"mm10_chr16.39044355.39044855",0.999170824937751,-0.000254483214192233,0.561,1000,0.710170308628069
"mm10_chr16.39048824.39049324",0.857848380736938,0.0964356868676871,0.381,1000,0.66156655002879
"mm10_chr16.39302986.39303486",0.999632205254366,-0.000198185660801252,0.646,1000,0.76946710944676
"mm10_chr16.39317113.39317613",0.766270376650486,-0.221879465609073,0.195,1000,0.66156655002879
"mm10_chr16.39361399.39361899",0.822441597748739,-0.124180961681921,0.37,1000,0.66156655002879
"mm10_chr16.39488032.39488532",0.726809263310148,-0.185388851178916,0.288,1000,0.66156655002879
"mm10_chr16.39881459.39881959",0.80158577437766,0.329052573619328,0.336,1000,0.66156655002879
"mm10_chr16.40080222.40080722",0.992173979166326,0.0028964841117092,0.282,1000,0.66156655002879
"mm10_chr16.40093150.40093650",0.766192936377779,-0.155752251024966,0.447,1000,0.66191101936844
"mm10_chr16.40105517.40106017",0.907467442161509,0.0431619203156692,0.328,1000,0.66156655002879
"mm10_chr16.40148617.40149117",0.870273729984619,0.0488644070443913,0.193,1000,0.66156655002879
"mm10_chr16.40194796.40195296",0.787407730100722,-0.0721676917583707,0.25,1000,0.66156655002879
"mm10_chr16.40290206.40290706",0.638204272401489,-0.22905580564988,0.125,1000,0.66156655002879
"mm10_chr16.40377391.40377891",0.783832374714946,0.102320204130602,0.323,1000,0.66156655002879
"mm10_chr16.40446521.40447021",0.921403645124532,-0.0387115183140039,0.393,1000,0.66156655002879
"mm10_chr16.40463227.40463727",0.740147470724075,-0.136630247050194,0.248,1000,0.66156655002879
"mm10_chr16.40471959.40472459",0.826581755701993,-0.0686995778066705,0.34,1000,0.66156655002879
"mm10_chr16.40511477.40511977",0.999149811087602,0.000365881840155939,0.528,1000,0.689627643914155
"mm10_chr16.40521828.40522328",0.690111576635116,0.224760668481104,0.217,1000,0.66156655002879
"mm10_chr16.40602072.40602572",0.809124255662393,-0.0985493941082391,0.269,1000,0.66156655002879
"mm10_chr16.40639621.40640121",0.999868798816723,6.84290773062578e-05,0.746,1000,0.844938726148885
"mm10_chr16.40656320.40656820",0.786996378510077,0.101060169608064,0.297,1000,0.66156655002879
"mm10_chr16.40692188.40692688",0.856577591450069,0.0832597903390807,0.211,1000,0.66156655002879
"mm10_chr16.40764762.40765262",0.787985398921674,-0.0868003699131945,0.34,1000,0.66156655002879
"mm10_chr16.40878223.40878723",0.770677460629138,-0.130110877373937,0.369,1000,0.66156655002879
"mm10_chr16.40966337.40966837",0.99987764180582,7.55284593088268e-05,0.809,1000,0.888795464172831
"mm10_chr16.40968009.40968509",0.998426918124988,0.000753653658128165,0.469,1000,0.665942472099389
"mm10_chr16.40992227.40992727",0.999995667040139,-3.59030017479419e-06,0.994,1000,0.998709777393688
"mm10_chr16.41179458.41179958",0.99965193095961,0.000170587937284003,0.697,1000,0.806896442796319
"mm10_chr16.41181582.41182082",0.79426016391501,0.0767914652728209,0.445,1000,0.66191101936844
"mm10_chr16.41244623.41245123",0.816967671329426,0.13522881661538,0.274,1000,0.66156655002879
"mm10_chr16.41258240.41258740",0.811272220423807,0.208479841671185,0.328,1000,0.66156655002879
"mm10_chr16.41278103.41278603",0.997230807299648,-0.00171509117161262,0.366,1000,0.66156655002879
"mm10_chr16.41291852.41292352",0.792218741528861,-0.0884511689343694,0.183,1000,0.66156655002879
"mm10_chr16.41297745.41298245",0.999213619987575,-0.00025950306359446,0.404,1000,0.66156655002879
"mm10_chr16.41298267.41298767",0.772666589573627,-0.130376401700272,0.315,1000,0.66156655002879
"mm10_chr16.41365169.41365669",0.745133590556208,-0.116945405369014,0.231,1000,0.66156655002879
"mm10_chr16.41417333.41417833",0.721395762606592,-0.135808481323137,0.064,1000,0.66156655002879
"mm10_chr16.41478720.41479220",0.781606555971057,-0.108157929843159,0.35,1000,0.66156655002879
"mm10_chr16.41511165.41511665",0.811739734278495,-0.100363050367554,0.298,1000,0.66156655002879
"mm10_chr16.41626513.41627013",0.908750888737123,-0.0333210780511734,0.313,1000,0.66156655002879
"mm10_chr16.41688958.41689458",0.801703233004931,-0.072883364252927,0.271,1000,0.66156655002879
"mm10_chr16.41696472.41696972",0.67538962103712,-0.156378446704598,0.11,1000,0.66156655002879
"mm10_chr16.41732730.41733230",0.997335998239752,0.000936659487715756,0.44,1000,0.66156655002879
"mm10_chr16.41745022.41745522",0.99705976790645,-0.00116938817726781,0.191,1000,0.66156655002879
"mm10_chr16.41746525.41747025",0.988041721405902,-0.0040371775782078,0.349,1000,0.66156655002879
"mm10_chr16.41757922.41758422",0.750722188269171,0.136579293125966,0.336,1000,0.66156655002879
"mm10_chr16.41764810.41765310",0.772346978416587,-0.121590843258036,0.319,1000,0.66156655002879
"mm10_chr16.41771655.41772155",0.79126264679771,-0.113351207397447,0.332,1000,0.66156655002879
"mm10_chr16.41774783.41775283",0.999744111554029,0.000102936782569939,0.832,1000,0.90468965072403
"mm10_chr16.41775412.41775912",0.629705462115726,-0.358537290176626,0.155,1000,0.66156655002879
"mm10_chr16.41778001.41778501",0.789563908800116,-0.153856530992534,0.33,1000,0.66156655002879
"mm10_chr16.41783652.41784152",0.722355993946816,0.153874034883288,0.311,1000,0.66156655002879
"mm10_chr16.41786024.41786524",0.805129599417074,-0.121053520074318,0.328,1000,0.66156655002879
"mm10_chr16.41786651.41787151",0.999405509674923,-0.000259432349190265,0.763,1000,0.857138839836071
"mm10_chr16.41787703.41788203",0.735965014101718,-0.205818260875381,0.196,1000,0.66156655002879
